category,min,max,mean,stddev,sum,count
36472,1.658434509,1.658434509,1.658434509,nan,1.658434509,1
36475,1.658433649,1.658433649,1.658433649,nan,1.658433649,1
6835,0.011826802,0.011826802,0.011826802,nan,0.011826802,1
36477,0.028837525,7.506023723,2.599558587,4.25074742184,7.798675761,3
36476,1.658434509,1.658434509,1.658434509,nan,1.658434509,1
36479,0.43571024,0.43571024,0.43571024,nan,0.43571024,1
15429,0.04458279,0.04458279,0.04458279,nan,0.04458279,1
6834,0.011826796,0.011826796,0.011826796,nan,0.011826796,1
6919,0.019196627,0.019196627,0.019196627,nan,0.019196627,1
30909,0.460885853,0.460885853,0.460885853,nan,0.460885853,1
30908,0.460885734,0.460885734,0.460885734,nan,0.460885734,1
6839,0.011826802,0.011826802,0.011826802,nan,0.011826802,1
6838,0.011826799,0.011826799,0.011826799,nan,0.011826799,1
18124,0.092228317,0.092228317,0.092228317,nan,0.092228317,1
34839,0.080498429,0.080498429,0.080498429,nan,0.080498429,1
34838,0.080498408,0.080498408,0.080498408,nan,0.080498408,1
34837,0.080498429,0.080498429,0.080498429,nan,0.080498429,1
34836,0.080498408,0.080498408,0.080498408,nan,0.080498408,1
34835,0.080498408,0.080498408,0.080498408,nan,0.080498408,1
34834,0.002528598,0.080031265,0.0412799315,0.0548026613957,0.082559863,2
34833,0.001640116,0.426832631,0.2142363735,0.300656510666,0.428472747,2
34832,0.43571024,0.43571024,0.43571024,nan,0.43571024,1
34831,0.435710127,0.435710127,0.435710127,nan,0.435710127,1
34830,0.435710127,0.435710127,0.435710127,nan,0.435710127,1
28684,0.267308658,0.267308658,0.267308658,nan,0.267308658,1
14706,0.04458279,0.04458279,0.04458279,nan,0.04458279,1
15744,0.059648978,0.059648978,0.059648978,nan,0.059648978,1
15745,0.059648962,0.059648962,0.059648962,nan,0.059648962,1
15746,0.059648962,0.059648962,0.059648962,nan,0.059648962,1
15747,0.059648978,0.059648978,0.059648978,nan,0.059648978,1
15740,0.059648962,0.059648962,0.059648962,nan,0.059648962,1
15741,0.059648978,0.059648978,0.059648978,nan,0.059648978,1
15742,0.059648962,0.059648962,0.059648962,nan,0.059648962,1
15743,0.059648962,0.059648962,0.059648962,nan,0.059648962,1
37576,0.391329075,12.28154596,5.808933154,5.38370515786,29.04466577,5
15748,0.059648962,0.059648962,0.059648962,nan,0.059648962,1
15749,0.059648962,0.059648962,0.059648962,nan,0.059648962,1
